raw_name,normalized_form
PICKED_AND_READY,picked and ready
PICKED_AT_SEASON_START,picked at season start
PICKED_AT_SIZE,picked at size
PICKED_BEFORE_RIPENING_ON_VINE,picked before ripening on vine
IS_PICKED_FROM,picked from
PINK_RADISH_GROWN_IN_LOCATIONS,pink radish grown in locations
PINK_RADISH_PRODUCTION_FROM,pink radish production from
PLACED_BETWEEN,placed between
PLACED_IN,placed in
PLACED_IN_PLACE_OF,placed in place
PLACED_NEAR,placed near
PLACED_ON,placed on
PLACED_ON_TOP_OF,placed on top
PLANT_GROWTH_STAGE_PRECEDES_PLANT_GROWTH_STAGE,plant growth stage precedes plant growth stage
PLANT_RETRANSPORTED_TO_BOARD,plant retransported to board
PLANTED_AFTER,planted after
PLANTED_AFTER_EMPTYING_LAYER,planted after emptying layer
PLANTED_ALONGSIDE,planted alongside
PLANTED_AS_BROADCAST_CROP,planted as broadcast crop
PLANTED_AT,planted at
PLANTED_AT_DIFFERENT_TIMES,planted at different times
PLANTED_AT_DISTANCE_OF,planted at distance
PLANTED_AT_THE_SAME_TIME_AS,planted at same time as
ARE_PLANTED_AT_SPECIFIC_GROWTH_STAGE,planted at specific growth stage
PLANTED_BEFORE,planted before
PLANTED_BY,planted by
PLANTED_DURING,planted during
PLANTED_IN,planted in
PLANTED_IN_AUGUST,planted in august
PLANTED_IN_BED,planted in bed
PLANTED_IN_BED_WITH_SPACING,planted in bed with spacing
PLANTED_IN_BEDS,planted in beds
PLANTED_IN_BORDER,planted in border
PLANTED_IN_COMPOST,planted in compost
PLANTED_IN_CONVEX_LAYER_OF,planted in convex layer
PLANTED_IN_DECEMBER,planted in december
PLANTED_IN_DEPTH,planted in depth
PLANTED_IN_FIRST_FORTNIGHT_OF_MONTH,planted in first fortnight month
PLANTED_IN_FULL_SQUARES,planted in full squares
PLANTED_IN_FURROWS,planted in furrows
PLANTED_IN_GREENHOUSE,planted in greenhouse
PLANTED_IN_GROUND_AFTER_DATE,planted in ground after date
PLANTED_IN_LAYER,planted in layer
PLANTED_IN_MID_MARCH,planted in mid march
CAN_BE_PLANTED_IN_MONTH,planted in month
PLANTED_IN_MONTH,planted in month
PLANTED_IN_MONTH_AFTER_SPECIFIC_DATE,planted in month after specific date
PLANTED_IN_month_after_specific_date,planted in month after specific date
PLANTED_IN_MONTHS,planted in months
PLANTED_IN_NOVEMBER,planted in november
PLANTED_IN_PATTERN,planted in pattern
PLANTED_IN_PERIOD,planted in period
PLANTED_IN_PLACE,planted in place
PLANTED_IN_POTS,planted in pots
PLANTED_IN_ROWS,planted in rows
PLANTED_IN_SEASON,planted in season
PLANTED_IN_SEQUENCE,planted in sequence
PLANTED_IN_SEQUENCE_WITH,planted in sequence with
PLANTED_IN_SHADE,planted in shade
PLANTED_IN_SOIL_TYPE,planted in soil type
PLANTED_IN_SPECIFIC_ENVIRONMENTAL_CONDITIONS,planted in specific environmental conditions
PLANTED_IN_SPECIFIC_LOCATION,planted in specific location
PLANTED_IN_SPECIFIC_TIMEFRAME,planted in specific timeframe
PLANTED_IN_STAGES,planted in stages
PLANTED_INDETERMINATELY,planted indeterminately
PLANTED_NEAR,planted near
PLANTED_ON,planted on
PLANTED_ON_BOARDS,planted on boards
PLANTED_ON_DATE,planted on date
PLANTED_ON_SOIL_TYPE,planted on soil type
PLANTED_UNDER,planted under
PLANTED_UNDER_SPECIFIC_CONDITIONS,planted under specific conditions
PLANTED_WITH,planted with
PLANTED_WITH_PRECAUTION,planted with precaution
PLANTED_WITHIN_DISTANCE_OF,planted within distance
PLANTING_DATE,planting date
PLANTING_SCHEDULE,planting schedule
PLANTING_SCHEDULED_IN_MONTH_OF,planting scheduled in month
PLANTING_TIME,planting time
PLANTING_TIME_OF_YEAR,planting time year
PLANTS_AT_LEAST_Apart,plants at least apart
PLANTS_IN,plants in
PLANTS_IN_LAYERED_FORMAT,plants in layered format
PLOUGHED_WITH,ploughed with
POSITIONED_NEARBY,positioned nearby
POTENTIALLY_DAMAGED_BY,potentially damaged by
POTTING_SOIL_COVERS,potting soil covers
PRACTICE_INVOLVES_TOOLS,practice involves tools
PRACTICE_PERFORMED_ON,practice performed on
PRACTICE_RELATED_TO,practice related to
IS_PRACTICED_BY,practiced by
PRACTICED_IN,practiced in
PRACTICED_SINCE,practiced since
PRECEDED_BY_GROWTH_STAGE,preceded by growth stage
PRECEDES,precedes
PRECEDES_IN_SEASON,precedes in season
PREDOMINANT_TYPE_OF_LETTUCE_IN_REGION,predominant type lettuce in region
PREFERED_GROWTH_STAGE,prefered growth stage
PREFERED_PLANTING_CONDITION,prefered planting condition
PREFERED_SOIL_CONDITION,prefered soil condition
PREFERRED_CROP_LOCATION,preferred crop location
PREFERRED_FOR,preferred for
PREFERRED_FOR_GROWTH,preferred for growth
IS_PREFERRED_IN,preferred in
PREFERRED_OVER,preferred over
PREFERRED_SEASON,preferred season
PREFERRED_SOIL_CONDITION,preferred soil condition
PREFERRED_TEMPERATURE,preferred temperature
PREFFERED_FOR,preffered for
PREPARATION_OF,preparation
PREPARATION_METHOD,preparation method
IS_PREPARED_BY,prepared by
PREPARED_FOR_TRANSPLANTING,prepared for transplanting
PREPARED_IN,prepared in
PREPARED_IN_CONDITIONS_OF,prepared in conditions
PREVENTS_EVAPOARATION_OF,prevents evapoaration
PRICED_AT,priced at
PRICKED_OUT_IN,pricked out in
PROCESSES_MANURE_IN,processes manure in
PRODUCE_LARGE_ROOTS_IN_THE_WINTER,produce large roots in winter
PRODUCES,produces
PRODUCES_HEAD_IN,produces head in
PRODUCES_IN_TOTAL,produces in total
PRODUCES_SEEDS,produces seeds
PRODUCES_SEEDS_WITH_SIMILAR_CHARACTERISTICS,produces seeds with similar characteristics
PROMOTES,promotes
IS_PRONE_TO,prone to
PRONE_TO,prone to
PRONE_TO_DEGENERATION,prone to degeneration
PRONE_TO_PESTS,prone to pests
PROPAGATED_BY,propagated by
PROPAGATED_BY_BURSTING,propagated by bursting
PROTECTED_AGAINST,protected against
PROTECTED_AGAINST_WEATHER,protected against weather
IS_PROTECTED_BY,protected by
PROTECTED_BY,protected by
PROTECTED_DURING,protected during
IS_PROTECTED_FROM,protected from
PROTECTED_FROM,protected from
PROTECTED_FROM_AIR,protected from air
PROTECTED_FROM_BURNING,protected from burning
PROTECTED_FROM_BURYING,protected from burying
PROTECTED_FROM_WEATHER_CONDITION,protected from weather condition
PROTECTED_WITH,protected with
PROTECTED_WITH_SAME_MEANS,protected with same means
PROTECTS_FROM,protects from
PROVIDED_WITH_WATER_FROM_MANURE,provided with water from manure
PRUNE_AFTER_PLANTING,prune after planting
PRUNED_AT,pruned at
PRUNED_FOR_HEALTH,pruned for health
PRUNED_TO_LENGTH,pruned to length
PRUNED_USING_METHOD,pruned using method
PRUNED_WITHIN_PERIOD,pruned within period
PUBLISHED_AT,published at
PUBLISHED_BY,published by
PULLED_OUT_AT,pulled out at
PUTTIED_WITH_FOUNTAIN_PUTTY,puttied with fountain putty
RADISH_GROWN_AND_WATERED,radish grown and watered
RAISED_ABOVE,raised above
RAISED_BY_ON_NORTH_SIDE,raised by on north side
RAISED_ON,raised on
RAISED_TO_LEVEL_OF,raised to level
RAISED_WITH,raised with
RAKED_IN,raked in
RARELY_MARRY_OUTSIDE_OF,rarely marry outside
REACHES_LENGTH_OF,reaches length
READY_FOR,ready for
IS_READY_FOR_CONSUMPTION_AFTER,ready for consumption after
READY_FOR_CONSUMPTION_AT,ready for consumption at
IS_READY_FOR_SALE,ready for sale
READY_IN,ready in
READY_TO_BE_CUT_AT_THE_SAME_TIME_AS,ready to be cut at same time as
READY_TO_HARVEST_IN_WEEKS,ready to harvest in weeks
REASONING_ABOUT,reasoning about
RECEIVES_HOEING,receives hoeing
RECEIVES_SAME_CARE_AS,receives same care as
RECIPIENT_OF,recipient
RECOGNIZED_BY_BROADER_LEAVES_THAN,recognized by broader leaves than
RECOMMENDED_FOR,recommended for
REDUCES_WATERING_NEEDS_OF,reduces watering needs
REGENERATED_AT,regenerated at
REJECTED_BY,rejected by
IS_RELATED_TO,related to
RELATED_TO,related to
RELATES_TO,relates to
RELATIONSHIP_TYPE_FRESHENED_WITH,relationship type freshened with
RELIES_ON,relies on
RELIGIOUS_CEREMONY_ATTENDED_BY,religious ceremony attended by
RELOCATED_IN_MONTH,relocated in month
REMOVE_DURING_PLANTING,remove during planting
IS_REMOVED_AFTER_SELECTION,removed after selection
REMOVED_DURING,removed during
REMOVED_FROM,removed from
REMOVED_FROM_PATHS_OF,removed from paths
REMOVED_ON,removed on
REMOVED_ON_DATE,removed on date
REMOVED_WITH,removed with
REMOVES,removes
REMOVES_SPREAD,removes spread
RENEWED_APPEAL,renewed appeal
RENTED_AT,rented at
RENTS_AT,rents at
REPLACEBY_IN_SEASON,replaceby in season
IS_REPLACED_BY,replaced by
REPLACED_BY,replaced by
REPLACED_WITH,replaced with
 REPLACES,replaces
REPLANTED_EVERY_FOUR_OR_FIVE_YEARS_BY_DIVIDING_ROOTS_AND_REPLANTING_IN_BEDS,replanted every four or five years by dividing roots and replanting in beds
REQUIRE_WATERING_IN_CONDITIONS,require watering in conditions
REQUIRES,requires
REQUIRES_ADDITIONAL_LABOR,requires additional labor
REQUIRES_ATMOSPHERICCONDITION,requires atmosphericcondition
REQUIRES_BINDING,requires binding
REQUIRES_CARE,requires care
REQUIRES_COVER_BEFORE_NIGHTFALL,requires cover before nightfall
REQUIRES_COVERING,requires covering
REQUIRES_COVERING_UNTIL,requires covering until
REQUIRES_EQUIPMENT,requires equipment
REQUIRES_FREQUENT_WATERING,requires frequent watering
REQUIRES_INPUT,requires input
REQUIRES_LABOR,requires labor
REQUIRES_LIGHT_MOISTURE,requires light moisture
REQUIRES_MAINTENANCE_AT_STAGE,requires maintenance at stage
REQUIRES_MANAGEMENT_IN_MONTH,requires management in month
REQUIRES_MANAGEMENT_IN_MONTHS,requires management in months
REQUIRES_PLANTING_DATE,requires planting date
REQUIRES_PRACTICE,requires practice
REQUIRES_PREVENTION_FROM,requires prevention from
REQUIRES_PROTECTION_FROM,requires protection from
REQUIRES_PRUNING,requires pruning
REQUIRES_REGULAR_CHECKS,requires regular checks
REQUIRES_REGULAR_REMOVAL,requires regular removal
REQUIRES_REGULAR_VISITS,requires regular visits
REQUIRES_REGULAR_WATERING,requires regular watering
-requires-relationship,requires relationship
REQUIRES_REMOVAL_IN,requires removal in
REQUIRES_REPLACEMENT_IN,requires replacement in
REQUIRES_SEED_QUANTITY,requires seed quantity
REQUIRES_SHELTER_FROM,requires shelter from
REQUIRES_SHELTERING_WITH_BEDDING_UNDER_FROST,requires sheltering with bedding under frost
REQUIRES_SOIL_CONDITION,requires soil condition
REQUIRES_SOIL_TYPE,requires soil type
REQUIRES_SPECIAL_STORAGE,requires special storage
REQUIRES_SPECIFIC_CONDITIONS,requires specific conditions
REQUIRES_SPECIFIC_TEMPERATURE,requires specific temperature
REQUIRES_SUNLIGHT_PENETRATION,requires sunlight penetration
REQUIRES_SUPPORT,requires support
REQUIRES_SUPPORT_AFTER_PLANTING,requires support after planting
REQUIRES Thickness,requires thickness
REQUIRES_TO_GROW,requires to grow
REQUIRES_WATERING,requires watering
REQUIRES_WATERING_SCHEDULE,requires watering schedule
RESEARCHED_BY,researched by
ARE_RESISTANT_TO,resistant to
RESISTANT_TO,resistant to
RESULTS_IN,results in
RETAINS_GERMINATIVE_CAPACITY_FOR,retains germinative capacity for
RETAINS.VERTICAL_DIRECTION,retains vertical direction
RETRANSPLANTATION_DONE_ON,retransplantation done on
RIPE_FROM,ripe from
RIPENS_SEED_IN,ripens seed in
RISEN_DURING,risen during
RISES_IN,rises in
SAME_AS_TYPE,same as type
SAME_AS_VARIETY,same as variety
SAME_SPECIES_AS,same species as
SCHEDULED_FOR,scheduled for
SEASONAL_ASSOCIATION_WITH_CROP_GROWTH_PERIODS,seasonal association with crop growth periods
SEASONAL_AVAILABILITY,seasonal availability
SECOND_PLANTING_STUNTS_GROWTH,second planting stunts growth
SEED_BEARING_LETTUCE_RETAINS_SEEDS_FOR,seed bearing lettuce retains seeds for
SEED_CHARACTERISTIC,seed characteristic
SEED_HARVESTING_METHOD,seed harvesting method
SEED_LENGTH_COMPARISON,seed length comparison
SEED_PRODUCTION_PREREQUISITE,seed production prerequisite
SEED_RETAINS_GERMINATIVE_CAPACITY_FOR,seed retains germinative capacity for
SEED_SOURCES,seed sources
SELECTED_AFTER_PRUNING,selected after pruning
SELECTED_BASED_ON_SHAPE,selected based on shape
SELECTED_FOR_CONSUMPTION,selected for consumption
SELECTED_FROM,selected from
SENSITIVE_TO_FROST,sensitive to frost
SENT_TO_MARKET_AT,sent to market at
SEPARATED_BY,separated by
SERVES_AS,serves as
SET_SEED_IN,set seed in
IS_SET_UP_IN,set up in
SHADE PROVIDED_BY,shade provided by
IS_SHAKEN,shaken
SHAPED_BY,shaped by
IS_SHAPED_INTO_FORMATION,shaped into formation
SHOULD_NOT_BE_OVER_WATERED,should not be over watered
SIMILAR_TO,similar to
SLIDE_AGAINST,slide against
SLOPED_TO_SOUTH,sloped to south
SLOPES_TOWARDS_DIRECTION_OF,slopes towards direction
SOIL_CONDITION,soil condition
SOIL_CONDITION_CHOSEN_FOR_PLANTING,soil condition chosen for planting
SOIL_CONDITION_IMPACTS_PLANT,soil condition impacts plant
SOIL_IMPROVED_BY_PLOUGHING,soil improved by ploughing
SOIL_IMPROVED_WITH,soil improved with
SOIL_REQUIREMENT_CONDITION,soil requirement condition
SOIL_TYPE_AFFECTED_BY,soil type affected by
SOIL_TYPE_ASSOCIATED_WITH_CROP,soil type associated with crop
SOIL_TYPE_FOR_CROP,soil type for crop
SOIL_TYPE_IMPACT_ON_CROP,soil type impact on crop
SOIL_TYPE_RELATIONSHIP,soil type relationship
SOLD_AT_SAME_TIME_AS,sold at same time as
CAN_BE_SOLD_FROM,sold from
SOWED_AT_DATE_FOR_PRODUCTION,sowed at date for production
SOWED_IN,sowed in
SOWED_ON,sowed on
SOWING_DATE,sowing date
ARE_SOWN,sown
SOWN,sown
IS_SOWN_AND_PLANTED_THROUGHOUT,sown and planted throughout
SOWN_AT,sown at
SOWN_AT_TIME_OF_YEAR,sown at time year
ARE_SOWN_BETWEEN_DATES,sown between dates
SOWN_FOR AUTUMN_HARVEST,sown for autumn harvest
CAN_BE_SOWN_FOR_BEDDING_OR_COASTAL_PLANTING,sown for bedding or coastal planting
CAN_BE_SOWN_IN,sown in
IS_SOWN_IN,sown in
SOWN_IN,sown in
SOWN_IN_DECEMBER,sown in december
SOWN_IN_GROUND_BEFORE_DATE,sown in ground before date
ARE_SOWN_IN_MONTH,sown in month
IS_SOWN_IN_MONTH,sown in month
SOWN_IN_MONTH,sown in month
ARE_SOWN_IN_MONTH_FOR_TRANSPORTATION,sown in month for transportation
IS_SOWN_IN_MONTH_IF_NEEDED,sown in month if needed
SOWN_IN_MONTHS,sown in months
SOWN_IN_SEASON_OF,sown in season
SOWN_IN_SOIL_LAYER,sown in soil layer
SOWN_ON,sown on
SOWN_WITH,sown with
SPACED-apart,spaced apart
SPACED_APART,spaced apart
SPACED_AT,spaced at
SPACED_BY_DISTANCE,spaced by distance
SPACED_WITH,spaced with
SPACED_WITHIN,spaced within
SPACING_DISTANCE,spacing distance
SPECIFIC_TO_REGION,specific to region
SPLIT_INTO,split into
SPREAD_ON_THE_BED,spread on bed
SPREAD_OVER,spread over
SPRING_ASSOCIATED_EVENTS,spring associated events
SPRING_CHERVIL_CULTIVATED_WITH,spring chervil cultivated with
SPRINKLED_WITH,sprinkled with
SPROUTED_AFTER_DAYS,sprouted after days
SPROUTS_FROM,sprouts from
SPROUTS_IN,sprouts in
STAKES_USED_TO_SUPPORT_STRUCTURES_IN_MARSHY_AREA,stakes used to support structures in marshy area
STARTS_PRODUCING_AFTER,starts producing after
STEAM_CONTAINS_SOMETHING_HARMFUL,steam contains something harmful
STIRRED_BY,stirred by
STONED_WITH,stoned with
IS_STORED_IN,stored in
STORED_IN,stored in
STORED_OVER_WINTER,stored over winter
STRAW_MAT_USED_TO_PROTECT,straw mat used to protect
STRAW_PLUGS_ARE_USED_WITH_PEAS,straw plugs are used with peas
STRENGTHENED_OVER,strengthened over
STRUCTURE_LOCATION,structure location
ARE_STUFFED_AND_RELINED_IN,stuffed and relined in
SUBJECT_TO,subject to
SUFFERED_FROM_CONDITION,suffered from condition
SUMMER_CROP,summer crop
SUPERIOR_TO,superior to
-is_superior_to-relationship,superior to relationship
SUPPORTED_BY,supported by
SUPPORTED_BY_TOOLS_AND_EQUIPMENT,supported by tools and equipment
SURROUNDED_BY,surrounded by
TAKES_TIME_TO_BECOME_FERTILE_AND_EASY_TO_CULTIVATE,takes time to become fertile and easy to cultivate
TEMPORAL_RELATIONSHIP,temporal relationship
THINNING_METHOD,thinning method
TIED_TO,tied to
TIME_OF_HARVESTING_RELATIONSHIP,time harvesting relationship
TIME_PERIOD_ASSOCIATED_WITH,time period associated with
TIME_PERIOD_ASSOCIATION,time period association
TIME_OF_PLANTING,time planting
TIME_OF_TRANSPLANT,time transplant
TOOL_USED_FOR_PLANTING,tool used for planting
TOOL_USED_FOR_THINNING,tool used for thinning
IS_TOPPED_AT_STAGE,topped at stage
TOPPED_DURING,topped during
TOPPED_OFF,topped off
TRANSFERRED_TO,transferred to
TRANSLANTED_TWICE,translanted twice
TRANSPLANTED_AFTER,transplanted after
TRANSPLANTED_INTO,transplanted into
ARE_TRANSPLANTED_INTO_BOXES,transplanted into boxes
ARE_TRANSPLANTED_INTO_NURSERY,transplanted into nursery
TRANSPLANTED_TO,transplanted to
TRANSPLANTED_UNDER,transplanted under
TRANSPLANTED_WITH_SEEDLING,transplanted with seedling
TRANSPLANTED_WITH_TOOL,transplanted with tool
TRANSPLANTING_PRACTICE,transplanting practice
TRANSPORTED_BY,transported by
TRANSPORTED_OR_PLANTED_IN,transported or planted in
CAN_BE_TRANSPORTED_UNDER,transported under
TREATED_UNDER_CONDITIONS,treated under conditions
TREATED_WITH,treated with
TREATED_WITH_IRRIGATION_METHOD,treated with irrigation method
TREATED_WITH_POTTING_SOIL,treated with potting soil
TREATED_WITH_PROTECTION_FROM,treated with protection from
TREATED_WITH_RELATIONSHIP,treated with relationship
TREATED_WITH_THERMOSIPHON_DEVICE,treated with thermosiphon device
TREATED_WITH_WATER_TYPE,treated with water type
TRENCH_BEDDED_WITH,trench bedded with
TRIGGERED_IN_CONDITIONS,triggered in conditions
TURNED_OVER,turned over
TURNS_THE,turns
IS_TYPE_OF,type
UNAFFECTED_BY,unaffected by
UNDERGOES_PROCESS,undergoes process
UNSUITABLE_FOR_GROWING,unsuitable for growing
URINE_AFFECTS,urine affects
USE_EQUIPMENT_FOR_CROP_MANAGEMENT,use equipment for crop management
USED_AS,used as
USED_AS_CONDIMENT_IN,used as condiment in
USED_AS_EQUIPMENT_IN_CULTIVATION,used as equipment in cultivation
USED_AS_FERTILIZER,used as fertilizer
USED_AS_MATERIAL_FOR,used as material for
USED_BEFORE,used before
USED_BY,used by
USED_DURING,used during
USED_FOR,used for
USED_FOR_BEATING,used for beating
USED_FOR_COOKING,used for cooking
USED_FOR_CUTTING,used for cutting
USED_FOR_PLANTING,used for planting
USED_FOR_TRANSPORTATION,used for transportation
USED_FOR_TYING,used for tying
USED_FOR_WATERING,used for watering
USED_IN,used in
USED_IN_CONJUNCTION_WITH,used in conjunction with
USED_IN_CONSTRUCTION_OF,used in construction
USED_IN_EQUIPMENT,used in equipment
USED_IN_GROWTH_OF,used in growth
USED_IN_LAYER,used in layer
USED_IN_METHOD,used in method
USED_IN_PLANTING,used in planting
USED_IN_PRACTICE,used in practice
USED_IN_PROCESS,used in process
USED_IN_SPECIFIC_AGRICULTURAL_PRACTICE,used in specific agricultural practice
USED_INSTEAD_OF,used instead
USED_ON,used on
USED_TO_GROW,used to grow
USED_TO_LOAD,used to load
USED_TO_PLANT_IN_CONVEX_LAYER_OF_MANURE,used to plant in convex layer manure
USED_TO_PREVENT,used to prevent
USED_TO_SEW,used to sew
USED_TO_WATER,used to water
USED_WITH,used with
USED_WITH_PRACTICE,used with practice
IS_USEFUL_FOR,useful for
USEFULNESS_OF,usefulness
USES,uses
USES_AS_FERTILIZER,uses as fertilizer
USES_DEVICE_FOR_HEATING,uses device for heating
USES_EQUIPMENT,uses equipment
USES_FOR_WORK,uses for work
USES_INPUT_FOR_CARE,uses input for care
USES_MANURE_IN,uses manure in
USES_TO_MAKE_MULCH,uses to make mulch
USES_TO_PERFORM_ACTION,uses to perform action
USES_TO_REMOVE,uses to remove
USES_WATERING_METHOD,uses watering method
VALUED_MORE_FOR,valued more for
VARIES_BY,varies by
IS_A_VARIETY_OF,variety
IS_VARIETY_OF,variety
VARIETY_OF,variety
WAITED_UNTIL_PICKING_DATE,waited until picking date
WARMED_BY,warmed by
ARE_WARMED_UP_FROM_MONTH,warmed up from month
WATER_AMOUNT_APPLIED_AT_AREA_ON_DATE,water amount applied at area on date
WATERCRESS_SORREL_RELATED_TO,watercress sorrel related to
WATERED_AFTER_PLANTING,watered after planting
WATERED_AGAINST,watered against
WATERED_BEFORE_PLANTING,watered before planting
WATERED_BY,watered by
WATERED_DURING,watered during
WATERED_IN,watered in
WATERED_IN_LAYERS,watered in layers
WATERED_IN_TIME_FRAME,watered in time frame
WATERED_MORE_OFTEN_THAN,watered more often than
WATERED_ON,watered on
WATERED_REGULARLY,watered regularly
WATERED_WITH,watered with
WATERED_WITH_COLD_WATER_FROM_WELLS,watered with cold water from wells
WATERING_ESSENTIAL_FOR_VEGETABLE_GROWTH,watering essential for vegetable growth
WATERING_NECESSITY_DETERMINED_BY,watering necessity determined by
WATERING_PRACTICE,watering practice
WATERING_SCHEDULED,watering scheduled
WEATHER_IMPACT,weather impact
WEATHER_IMPACTS_CROPS,weather impacts crops
WEDGES_HOLD_FRAMES_OPEN_DURING_DAY,wedges hold frames open during day
WEDGES_REMOVED_TO_REMOVE_FRAMES_AT_NIGHT,wedges removed to remove frames at night
WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,white asparagus crop green asparagus
IS_WIDE_ENOUGH_FOR,wide enough for
WINTER_CHERVIL_HARVESTED_IN,winter chervil harvested in
WINTER_CHERVIL_SOWN_IN,winter chervil sown in
WINTER_CHERVIL_WITHSTANDS,winter chervil withstands
WOODEN_WHEELBARROW_EQUIPPED_WITH_HANDLEBARS_AND_CROSSBARS_TO_TRANSPORT_MATERIALS,wooden wheelbarrow equipped with handlebars and crossbars to transport materials
IS_WORKED_ON_BY_TOOL,worked on by tool
WORKED_WITH,worked with
WORKS_AS,works as
YIELDS_IN,yields in
