,name,count
375,ISSENSITIVE_TO,1
377,IS_ADVANCED_THAN,1
381,IS_BREAKABLE_BY,1
364,INCLUDES,1
365,INCLUDES_STAGE,1
366,INFLICTS_DAMAGE_ON,1
367,INITIATED_RESEARCH,1
368,INTERPLANTING_RELATIONSHIP,1
372,IRRIGATED,1
428,IS_SMALL_IN_SIZE,1
426,IS_REQUIRED_FOR,1
430,IS_SPREAD_INTO,1
432,IS_SURROUNDDED_WITH,1
433,IS_TRASPLANTED_INTO,1
434,IS_TREATED_WITH,1
437,IS_USED_FOR_IRRIGATION,1
418,IS_PRONE_TO,1
419,IS_PRONE_TO_FALLING_OFF,1
422,IS_PUSHED_INTO_BY,1
423,IS_READY_FOR_CONSUMPTION_AFTER,1
425,IS_REMOVED_IF_NOT_CHOSEN_TO_BE_FRUIT,1
429,IS_SOWN_IN_MONTH,1
85,BRINGS_BACK,1
86,BURIED_WITH,1
87,BURIED_WITH_PART_OF_STEM,1
88,CANBEPRUNED,1
73,BELL_MARKED_AT,1
74,BELONGS_TO_FAMILY,1
75,BELONGS_TO_GENUS,1
76,BELONGS_TO_THE_SAME_SPECIES,1
77,BENEFITED_FROM,1
78,BLACK_RADISH_DOES_NOT_GO_TO_SEED_IN_SAME_YEAR,1
458,LOCATED_BESIDE,1
80,BLACK_RADISH_REQUIRES_PROTECTION_FROM_WINTER_TO_OBTAIN_SEED,1
481,MARKET_GARDENERS_REQUIRE_PROOF_OF_GOOD_CONDUCT,1
482,MARKET_GARDENERS_USE_MANURE_LAYERING,1
483,MARKET_GARDENERS_WORKER_CLASS_IS_VERY_PEACEFUL,1
484,MARKET_GARDENER_WORKERS_FROM_PROVINCE,1
69,BASED_ON_DESIRE_FOR_PUBLICATION,1
70,BASED_ON_PROGRAM_OF,1
71,BED_PREPARATION_TECHNIQUE,1
72,BELLS_PLACED_ON_COMPOST,1
474,MANNES_COST,1
79,BLACK_RADISH_HAS_LARGER_FOLIAGE_AND_MORE_PUNGENT_FLAVOR,1
460,LOCATED_IN_NORTHERN_EXPOSURE,1
461,LOCATED_IN_PATHS,1
462,LOCATED_IN_RELATIONSHIP,1
463,LOCATED_NEARBY,1
447,LARD_WITH_SUBSTANCE_OR_EQUIPMENT,1
448,LASTS_FOR_DURATION_OF,1
449,LATER_THAN_SUGARLOAF_CABBAGE,1
450,LATER_THAN_YORK_CABBAGE,1
451,LAYERED_UNDER,1
453,LETTUCE_MATURITY_DURATION,1
84,BREAK_UP_LAYER,1
438,IS_USED_IN,1
440,IS_VULNERABLE_TO,1
441,KEPT_AT_SAME_LEVEL_AS,1
442,KILLS_TARGET,1
443,KNITS_AFTER_PRUNING,1
444,LACKS_INHERENT_QUALITY_OF,1
26,AFFECTED_BY_SEASONALITY,1
446,LAND_SHAPED_INTO_SLOPE,1
81,BLACK_RADISH_SHOULD_BE_PLANTED_IN_SPRING_TO_OBTAIN_SEED,1
82,BLANCHED_IN,1
83,BREAK_UP_AND_MIX_WITH_NEW_MANURE,1
454,LETTUCE_PLANTING_LOCATION,1
328,HAS_DURATION_REQUIREMENT,1
310,HARVESTED_FROM_SPRING_ONWARD,1
312,HARVESTED_IN_MONTH,1
313,HARVESTED_IN_MONTHS_OF,1
314,HARVESTED_ON,1
315,HARVESTED_ON_DATE,1
316,HARVESTED_UNTIL,1
317,HARVESTS_EVERY,1
318,HARVEST_DATE,1
301,HAND_PLANTED_TO_DEPTH,1
374,IRRIGATION_SCHEDULE_RELATIONSHIP,1
303,HARVESTED,1
305,HARVESTED_BEFORE,1
306,HARVESTED_BY,1
309,HARVESTED_FROM_FIELD_LOCATION,1
292,GROWS_WITHIN,1
295,GROWTH_STAGE_CHANGE,1
297,HAD_COMPETITION_OPEN,1
298,HANDLED_BY_PERSONNEL_ROLE,1
299,HANDLE_WITH_CARE_DURING,1
300,HAND_PLANTED,1
302,HANG_IN_CELLAR_UPSIDE_DOWN_FROM,1
278,GROWN_WITHOUT,1
280,GROWS_BEFORE,1
262,GROWN_AT,1
264,GROWN_FOR_DURATION_OF_TIME,1
267,GROWN_IN_AREAS_MEASURING,1
268,GROWN_IN_DECMBER,1
269,GROWN_IN_JANUARY_AND_FEBRUARY,1
270,GROWN_IN_LOCATION,1
254,GOES_TO_SEED_IN,1
255,GREEN_ROMAINE_WAS_ADVERSELY_AFFECTED_BY,1
327,HAS_DURATION,1
257,GREY_ROMAINE_WAS_SOWN_AND_PLANTED_IN,1
258,GROWNINCONDITIONS,1
259,GROWNSUCCESSFULLYIN,1
260,GROWNUNTIL_MONTHS_OF,1
261,GROWN_AROUND,1
319,HASBEGINNING,1
320,HAS_BETTER_QUALITY_THAN_YORK_CABBAGE,1
321,HAS_BRANCHES,1
323,HAS_COLD_TEMPERATURE,1
324,HAS_CONDITIONAL_REQUIREMENT,1
326,HAS_COSTLY_INVESTMENT,1
256,GREEN_ROMAINE_WAS_SOWN_AND_PLANTED_IN,1
332,HAS_FRUITS_UNTIL_JUNE,1
333,HAS_GROWTH_CYCLE,1
335,HAS_GROWTH_STAGES,1
336,HAS_LENGTH,1
337,HAS_MORE_SEASONS_THAN,1
391,IS_CREATED_FROM,1
392,IS_CREATED_IN,1
393,IS_CULTIVATED_IN,1
395,IS_GROWN_BY_FEW_MARKET_GARDENERS_IN_CITY,1
396,IS_GROWN_FOR,1
357,HAVE_SIMILAR_SEED_CHARACTERISTICS,1
398,IS_HARVESTED_BEFORE,1
400,IS_HEATED,1
382,IS_CAUSE_OF,1
383,IS_CHARACTERIZED_BY,1
384,IS_COMPOSED_OF,1
385,IS_CONNECTED_TO,1
386,IS_CONSUMED,1
387,IS_CONTAINED_IN,1
388,IS_CONTROLLED_BY,1
373,IRRIGATED_WITH,1
397,IS_HARVESTED,1
358,HAVE_VARIETY,1
359,HELD_WITH,1
360,IMPACTED_BY_CLIMATE_CHANGE,1
361,IMPACTS,1
362,IMPORTED_FROM,1
363,INCLUDED_IN_JULY,1
347,HAS_SPECIFIC_GROWTH_CYCLE,1
348,HAS_SPECIFIC_GROWTH_STAGE,1
349,HAS_SPECIFIC_NUMBER_OF_HORSES,1
350,HAS_STATISTICS,1
331,HAS_FRUIT,1
353,HAS_WIDTH,1
354,HAS_WIDTH_MEASUREMENT,1
355,HAVE_CROP_VARIETY,1
339,HAS_PARTS,1
340,HAS_PLANTING_DATE,1
341,HAS_PROPAGATION_METHOD,1
342,HAS_PURPOSE,1
344,HAS_ROOT_DEPTH_REACHING,1
346,HAS_SEED_TYPE,1
329,HAS_EQUIPMENT_TYPE,1
330,HAS_FEATURE,1
352,HAS_VARIETY_WITH_DESIRED_TRAIT,1
