raw_name,normalized_for_embedding,count
NO_LONGER_GROWN_BY,no longer grown by,1
NOT COMMONLY_GROWN,not commonly grown,1
ARE_NOT_FOUND_IN,not found in,1
IS_NOT_GROWN,not grown,3
NOT_TRANPLANTED,not tranplanted,1
NOT_USED_FOR,not used for,1
OCCUPIES_FIELD_FOR,occupies field for,1
OCCURS_AFTER_SPECIFIC_CONDITION,occurs after specific condition,1
OCCURS_AFTER_TEMPORAL_EVENT,occurs after temporal event,1
OLD_DRY_MANURE_IS_USED_WITH_PEAS,old dry manure is used with peas,1
IS_OPENED_AND_CLOSED_AS_REQUIRED,opened and closed as required,1
OPTIMAL_TIME_FOR,optimal time for,1
OPTIONALLY_ADDED,optionally added,1
ORIENTED_TOWARDS_SOUTH,oriented towards south,1
ORIGIN_OF_CROP,origin crop,1
IS_ORIGINATED_FROM,originated from,2
ORIGINATED_FROM_LOCATION,originated from location,1
ORIGINATED_IN,originated in,1
OTHER_VARIETY_OF,other variety,2
OVERLAPPED_WITH,overlapped with,1
OVERWINTERS_AT,overwinters at,1
OVERWINTERS_IN,overwinters in,1
OWNS,owns,1
IS_PART_OF,part,7
PART_OF_FERTILIZATION_COSTS,part fertilization costs,1
IS_PART_OF_PRACTICE,part practice,1
PEAS_ARE_TO_BE_TOPPED_AT,peas are to be topped at,1
PEOPLE_RELATIONSHIP_ENCOURAGE_ECONOMY,people relationship encourage economy,1
PEOPLE_RELATIONSHIP_WORK_ALLOCATION,people relationship work allocation,1
PERSIL_IS_SUBTYPE_OF,persil is subtype,1
PEST_AFFECTED_BY,pest affected by,5
PEST_AFFECTS_CROP,pest affects crop,5
PEST_FEAR_HEAT,pest fear heat,1
PEST_RESISTANT_TO,pest resistant to,1
PEST_TREATED_WITH,pest treated with,1
CAN_BE_PESTED_BY,pested by,1
PICKED_AND_READY,picked and ready,2
PICKED_AT_SEASON_START,picked at season start,1
PICKED_AT_SIZE,picked at size,1
PICKED_BEFORE_RIPENING_ON_VINE,picked before ripening on vine,1
IS_PICKED_FROM,picked from,1
PINK_RADISH_GROWN_IN_LOCATIONS,pink radish grown in locations,1
PINK_RADISH_PRODUCTION_FROM,pink radish production from,1
PLACED_BETWEEN,placed between,1
PLACED_IN,placed in,6
PLACED_IN_PLACE_OF,placed in place,1
PLACED_NEAR,placed near,1
PLACED_ON,placed on,4
PLACED_ON_TOP_OF,placed on top,2
PLANT_GROWTH_STAGE_PRECEDES_PLANT_GROWTH_STAGE,plant growth stage precedes plant growth stage,1
PLANT_RETRANSPORTED_TO_BOARD,plant retransported to board,1
PLANTED_AFTER,planted after,10
PLANTED_AFTER_EMPTYING_LAYER,planted after emptying layer,2
PLANTED_ALONGSIDE,planted alongside,5
PLANTED_AS_BROADCAST_CROP,planted as broadcast crop,1
PLANTED_AT,planted at,6
PLANTED_AT_DIFFERENT_TIMES,planted at different times,1
PLANTED_AT_DISTANCE_OF,planted at distance,1
PLANTED_AT_THE_SAME_TIME_AS,planted at same time as,1
ARE_PLANTED_AT_SPECIFIC_GROWTH_STAGE,planted at specific growth stage,1
PLANTED_BEFORE,planted before,2
PLANTED_BY,planted by,2
PLANTED_DURING,planted during,3
PLANTED_IN,planted in,100
PLANTED_IN_AUGUST,planted in august,1
PLANTED_IN_BED,planted in bed,1
PLANTED_IN_BED_WITH_SPACING,planted in bed with spacing,1
PLANTED_IN_BEDS,planted in beds,1
PLANTED_IN_BORDER,planted in border,1
PLANTED_IN_COMPOST,planted in compost,1
PLANTED_IN_CONVEX_LAYER_OF,planted in convex layer,1
PLANTED_IN_DECEMBER,planted in december,1
PLANTED_IN_DEPTH,planted in depth,1
PLANTED_IN_FIRST_FORTNIGHT_OF_MONTH,planted in first fortnight month,1
PLANTED_IN_FULL_SQUARES,planted in full squares,2
PLANTED_IN_FURROWS,planted in furrows,1
PLANTED_IN_GREENHOUSE,planted in greenhouse,1
PLANTED_IN_GROUND_AFTER_DATE,planted in ground after date,1
PLANTED_IN_LAYER,planted in layer,1
PLANTED_IN_MID_MARCH,planted in mid march,1
CAN_BE_PLANTED_IN_MONTH,planted in month,9
PLANTED_IN_MONTH_AFTER_SPECIFIC_DATE,planted in month after specific date,2
PLANTED_IN_MONTHS,planted in months,1
PLANTED_IN_NOVEMBER,planted in november,4
PLANTED_IN_PATTERN,planted in pattern,1
PLANTED_IN_PERIOD,planted in period,1
PLANTED_IN_PLACE,planted in place,2
PLANTED_IN_POTS,planted in pots,1
PLANTED_IN_ROWS,planted in rows,3
PLANTED_IN_SEASON,planted in season,2
PLANTED_IN_SEQUENCE,planted in sequence,1
PLANTED_IN_SEQUENCE_WITH,planted in sequence with,1
PLANTED_IN_SHADE,planted in shade,1
PLANTED_IN_SOIL_TYPE,planted in soil type,1
PLANTED_IN_SPECIFIC_ENVIRONMENTAL_CONDITIONS,planted in specific environmental conditions,1
PLANTED_IN_SPECIFIC_LOCATION,planted in specific location,1
PLANTED_IN_SPECIFIC_TIMEFRAME,planted in specific timeframe,1
PLANTED_IN_STAGES,planted in stages,1
PLANTED_INDETERMINATELY,planted indeterminately,1
PLANTED_NEAR,planted near,1
PLANTED_ON,planted on,5
PLANTED_ON_BOARDS,planted on boards,1
PLANTED_ON_DATE,planted on date,1
PLANTED_ON_SOIL_TYPE,planted on soil type,1
PLANTED_UNDER,planted under,4
PLANTED_UNDER_SPECIFIC_CONDITIONS,planted under specific conditions,3
PLANTED_WITH,planted with,12
PLANTED_WITH_PRECAUTION,planted with precaution,1
PLANTED_WITHIN_DISTANCE_OF,planted within distance,1
PLANTING_DATE,planting date,1
PLANTING_SCHEDULE,planting schedule,2
PLANTING_SCHEDULED_IN_MONTH_OF,planting scheduled in month,3
PLANTING_TIME,planting time,1
PLANTING_TIME_OF_YEAR,planting time year,1
PLANTS_AT_LEAST_Apart,plants at least apart,1
PLANTS_IN,plants in,1
PLANTS_IN_LAYERED_FORMAT,plants in layered format,1
PLOUGHED_WITH,ploughed with,1
POSITIONED_NEARBY,positioned nearby,1
POTENTIALLY_DAMAGED_BY,potentially damaged by,1
POTTING_SOIL_COVERS,potting soil covers,1
PRACTICE_INVOLVES_TOOLS,practice involves tools,1
PRACTICE_PERFORMED_ON,practice performed on,1
PRACTICE_RELATED_TO,practice related to,1
IS_PRACTICED_BY,practiced by,1
PRACTICED_IN,practiced in,2
PRACTICED_SINCE,practiced since,1
PRECEDED_BY_GROWTH_STAGE,preceded by growth stage,1
PRECEDES,precedes,1
PRECEDES_IN_SEASON,precedes in season,1
PREDOMINANT_TYPE_OF_LETTUCE_IN_REGION,predominant type lettuce in region,1
PREFERED_GROWTH_STAGE,prefered growth stage,1
PREFERED_PLANTING_CONDITION,prefered planting condition,1
PREFERED_SOIL_CONDITION,prefered soil condition,1
PREFERRED_CROP_LOCATION,preferred crop location,1
PREFERRED_FOR,preferred for,2
PREFERRED_FOR_GROWTH,preferred for growth,1
IS_PREFERRED_IN,preferred in,1
PREFERRED_OVER,preferred over,2
PREFERRED_SEASON,preferred season,1
PREFERRED_SOIL_CONDITION,preferred soil condition,1
PREFERRED_TEMPERATURE,preferred temperature,1
PREFFERED_FOR,preffered for,1
PREPARATION_OF,preparation,1
PREPARATION_METHOD,preparation method,1
IS_PREPARED_BY,prepared by,1
PREPARED_FOR_TRANSPLANTING,prepared for transplanting,2
PREPARED_IN,prepared in,1
PREPARED_IN_CONDITIONS_OF,prepared in conditions,1
PREVENTS_EVAPOARATION_OF,prevents evapoaration,1
PRICED_AT,priced at,5
PRICKED_OUT_IN,pricked out in,1
PROCESSES_MANURE_IN,processes manure in,1
PRODUCE_LARGE_ROOTS_IN_THE_WINTER,produce large roots in winter,1
PRODUCES,produces,3
PRODUCES_HEAD_IN,produces head in,2
PRODUCES_IN_TOTAL,produces in total,1
PRODUCES_SEEDS,produces seeds,1
PRODUCES_SEEDS_WITH_SIMILAR_CHARACTERISTICS,produces seeds with similar characteristics,2
PROMOTES,promotes,1
IS_PRONE_TO,prone to,3
PRONE_TO_DEGENERATION,prone to degeneration,1
PRONE_TO_PESTS,prone to pests,1
PROPAGATED_BY,propagated by,1
PROPAGATED_BY_BURSTING,propagated by bursting,1
PROTECTED_AGAINST,protected against,1
PROTECTED_AGAINST_WEATHER,protected against weather,1
IS_PROTECTED_BY,protected by,3
PROTECTED_DURING,protected during,1
IS_PROTECTED_FROM,protected from,7
PROTECTED_FROM_AIR,protected from air,1
PROTECTED_FROM_BURNING,protected from burning,1
PROTECTED_FROM_BURYING,protected from burying,1
PROTECTED_FROM_WEATHER_CONDITION,protected from weather condition,1
PROTECTED_WITH,protected with,2
PROTECTED_WITH_SAME_MEANS,protected with same means,1
PROTECTS_FROM,protects from,1
PROVIDED_WITH_WATER_FROM_MANURE,provided with water from manure,1
PRUNE_AFTER_PLANTING,prune after planting,1
PRUNED_AT,pruned at,1
PRUNED_FOR_HEALTH,pruned for health,1
PRUNED_TO_LENGTH,pruned to length,1
PRUNED_USING_METHOD,pruned using method,1
PRUNED_WITHIN_PERIOD,pruned within period,1
PUBLISHED_AT,published at,1
PUBLISHED_BY,published by,1
PULLED_OUT_AT,pulled out at,1
PUTTIED_WITH_FOUNTAIN_PUTTY,puttied with fountain putty,1
RADISH_GROWN_AND_WATERED,radish grown and watered,1
RAISED_ABOVE,raised above,1
RAISED_BY_ON_NORTH_SIDE,raised by on north side,1
RAISED_ON,raised on,2
RAISED_TO_LEVEL_OF,raised to level,1
RAISED_WITH,raised with,1
RAKED_IN,raked in,1
RARELY_MARRY_OUTSIDE_OF,rarely marry outside,1
REACHES_LENGTH_OF,reaches length,1
READY_FOR,ready for,1
IS_READY_FOR_CONSUMPTION_AFTER,ready for consumption after,1
READY_FOR_CONSUMPTION_AT,ready for consumption at,1
IS_READY_FOR_SALE,ready for sale,1
READY_IN,ready in,1
READY_TO_BE_CUT_AT_THE_SAME_TIME_AS,ready to be cut at same time as,1
READY_TO_HARVEST_IN_WEEKS,ready to harvest in weeks,1
REASONING_ABOUT,reasoning about,1
RECEIVES_HOEING,receives hoeing,1
RECEIVES_SAME_CARE_AS,receives same care as,1
RECIPIENT_OF,recipient,1
RECOGNIZED_BY_BROADER_LEAVES_THAN,recognized by broader leaves than,1
RECOMMENDED_FOR,recommended for,2
REDUCES_WATERING_NEEDS_OF,reduces watering needs,1
REGENERATED_AT,regenerated at,1
REJECTED_BY,rejected by,1
IS_RELATED_TO,related to,15
RELATES_TO,relates to,4
RELATIONSHIP_TYPE_FRESHENED_WITH,relationship type freshened with,1
RELIES_ON,relies on,1
RELIGIOUS_CEREMONY_ATTENDED_BY,religious ceremony attended by,1
RELOCATED_IN_MONTH,relocated in month,1
REMOVE_DURING_PLANTING,remove during planting,1
IS_REMOVED_AFTER_SELECTION,removed after selection,1
REMOVED_DURING,removed during,1
REMOVED_FROM,removed from,3
REMOVED_FROM_PATHS_OF,removed from paths,1
REMOVED_ON,removed on,1
REMOVED_ON_DATE,removed on date,1
REMOVED_WITH,removed with,2
REMOVES,removes,2
REMOVES_SPREAD,removes spread,1
RENEWED_APPEAL,renewed appeal,1
RENTED_AT,rented at,1
RENTS_AT,rents at,2
REPLACEBY_IN_SEASON,replaceby in season,1
IS_REPLACED_BY,replaced by,6
REPLACED_WITH,replaced with,1
 REPLACES,replaces,1
REPLANTED_EVERY_FOUR_OR_FIVE_YEARS_BY_DIVIDING_ROOTS_AND_REPLANTING_IN_BEDS,replanted every four or five years by dividing roots and replanting in beds,1
REQUIRE_WATERING_IN_CONDITIONS,require watering in conditions,1
REQUIRES,requires,18
REQUIRES_ADDITIONAL_LABOR,requires additional labor,1
REQUIRES_ATMOSPHERICCONDITION,requires atmosphericcondition,1
REQUIRES_BINDING,requires binding,1
REQUIRES_CARE,requires care,1
REQUIRES_COVER_BEFORE_NIGHTFALL,requires cover before nightfall,1
REQUIRES_COVERING,requires covering,1
REQUIRES_COVERING_UNTIL,requires covering until,1
REQUIRES_EQUIPMENT,requires equipment,3
REQUIRES_FREQUENT_WATERING,requires frequent watering,1
REQUIRES_INPUT,requires input,1
REQUIRES_LABOR,requires labor,1
REQUIRES_LIGHT_MOISTURE,requires light moisture,1
REQUIRES_MAINTENANCE_AT_STAGE,requires maintenance at stage,1
REQUIRES_MANAGEMENT_IN_MONTH,requires management in month,1
REQUIRES_MANAGEMENT_IN_MONTHS,requires management in months,1
REQUIRES_PLANTING_DATE,requires planting date,1
REQUIRES_PRACTICE,requires practice,1
REQUIRES_PREVENTION_FROM,requires prevention from,1
REQUIRES_PROTECTION_FROM,requires protection from,3
REQUIRES_PRUNING,requires pruning,1
REQUIRES_REGULAR_CHECKS,requires regular checks,1
REQUIRES_REGULAR_REMOVAL,requires regular removal,1
REQUIRES_REGULAR_VISITS,requires regular visits,1
REQUIRES_REGULAR_WATERING,requires regular watering,1
-requires-relationship,requires relationship,1
REQUIRES_REMOVAL_IN,requires removal in,1
REQUIRES_REPLACEMENT_IN,requires replacement in,1
REQUIRES_SEED_QUANTITY,requires seed quantity,1
REQUIRES_SHELTER_FROM,requires shelter from,1
REQUIRES_SHELTERING_WITH_BEDDING_UNDER_FROST,requires sheltering with bedding under frost,1
REQUIRES_SOIL_CONDITION,requires soil condition,1
REQUIRES_SOIL_TYPE,requires soil type,1
REQUIRES_SPECIAL_STORAGE,requires special storage,1
REQUIRES_SPECIFIC_CONDITIONS,requires specific conditions,1
REQUIRES_SPECIFIC_TEMPERATURE,requires specific temperature,1
REQUIRES_SUNLIGHT_PENETRATION,requires sunlight penetration,1
REQUIRES_SUPPORT,requires support,1
REQUIRES_SUPPORT_AFTER_PLANTING,requires support after planting,1
REQUIRES Thickness,requires thickness,1
REQUIRES_TO_GROW,requires to grow,1
REQUIRES_WATERING,requires watering,3
REQUIRES_WATERING_SCHEDULE,requires watering schedule,1
RESEARCHED_BY,researched by,1
ARE_RESISTANT_TO,resistant to,2
RESULTS_IN,results in,1
RETAINS_GERMINATIVE_CAPACITY_FOR,retains germinative capacity for,1
RETAINS.VERTICAL_DIRECTION,retains vertical direction,1
RETRANSPLANTATION_DONE_ON,retransplantation done on,1
RIPE_FROM,ripe from,1
RIPENS_SEED_IN,ripens seed in,1
RISEN_DURING,risen during,1
RISES_IN,rises in,1
SAME_AS_TYPE,same as type,1
SAME_AS_VARIETY,same as variety,1
SAME_SPECIES_AS,same species as,3
SCHEDULED_FOR,scheduled for,1
SEASONAL_ASSOCIATION_WITH_CROP_GROWTH_PERIODS,seasonal association with crop growth periods,1
SEASONAL_AVAILABILITY,seasonal availability,3
SECOND_PLANTING_STUNTS_GROWTH,second planting stunts growth,1
SEED_BEARING_LETTUCE_RETAINS_SEEDS_FOR,seed bearing lettuce retains seeds for,1
SEED_CHARACTERISTIC,seed characteristic,3
SEED_HARVESTING_METHOD,seed harvesting method,1
SEED_LENGTH_COMPARISON,seed length comparison,1
SEED_PRODUCTION_PREREQUISITE,seed production prerequisite,3
SEED_RETAINS_GERMINATIVE_CAPACITY_FOR,seed retains germinative capacity for,1
SEED_SOURCES,seed sources,1
SELECTED_AFTER_PRUNING,selected after pruning,1
SELECTED_BASED_ON_SHAPE,selected based on shape,1
SELECTED_FOR_CONSUMPTION,selected for consumption,1
SELECTED_FROM,selected from,1
SENSITIVE_TO_FROST,sensitive to frost,1
SENT_TO_MARKET_AT,sent to market at,1
SEPARATED_BY,separated by,1
SERVES_AS,serves as,1
SET_SEED_IN,set seed in,1
IS_SET_UP_IN,set up in,1
SHADE PROVIDED_BY,shade provided by,1
IS_SHAKEN,shaken,1
SHAPED_BY,shaped by,1
IS_SHAPED_INTO_FORMATION,shaped into formation,1
SHOULD_NOT_BE_OVER_WATERED,should not be over watered,1
SIMILAR_TO,similar to,2
SLIDE_AGAINST,slide against,1
SLOPED_TO_SOUTH,sloped to south,1
SLOPES_TOWARDS_DIRECTION_OF,slopes towards direction,1
SOIL_CONDITION,soil condition,1
SOIL_CONDITION_CHOSEN_FOR_PLANTING,soil condition chosen for planting,1
SOIL_CONDITION_IMPACTS_PLANT,soil condition impacts plant,1
SOIL_IMPROVED_BY_PLOUGHING,soil improved by ploughing,1
SOIL_IMPROVED_WITH,soil improved with,1
SOIL_REQUIREMENT_CONDITION,soil requirement condition,1
SOIL_TYPE_AFFECTED_BY,soil type affected by,1
SOIL_TYPE_ASSOCIATED_WITH_CROP,soil type associated with crop,1
SOIL_TYPE_FOR_CROP,soil type for crop,2
SOIL_TYPE_IMPACT_ON_CROP,soil type impact on crop,1
SOIL_TYPE_RELATIONSHIP,soil type relationship,2
SOLD_AT_SAME_TIME_AS,sold at same time as,1
CAN_BE_SOLD_FROM,sold from,1
SOWED_AT_DATE_FOR_PRODUCTION,sowed at date for production,1
SOWED_IN,sowed in,2
SOWED_ON,sowed on,1
SOWING_DATE,sowing date,1
ARE_SOWN,sown,2
IS_SOWN_AND_PLANTED_THROUGHOUT,sown and planted throughout,1
SOWN_AT,sown at,2
SOWN_AT_TIME_OF_YEAR,sown at time year,1
ARE_SOWN_BETWEEN_DATES,sown between dates,2
SOWN_FOR AUTUMN_HARVEST,sown for autumn harvest,1
CAN_BE_SOWN_FOR_BEDDING_OR_COASTAL_PLANTING,sown for bedding or coastal planting,2
CAN_BE_SOWN_IN,sown in,16
SOWN_IN_DECEMBER,sown in december,1
SOWN_IN_GROUND_BEFORE_DATE,sown in ground before date,2
ARE_SOWN_IN_MONTH,sown in month,4
ARE_SOWN_IN_MONTH_FOR_TRANSPORTATION,sown in month for transportation,2
IS_SOWN_IN_MONTH_IF_NEEDED,sown in month if needed,2
SOWN_IN_MONTHS,sown in months,1
SOWN_IN_SEASON_OF,sown in season,1
SOWN_IN_SOIL_LAYER,sown in soil layer,1
SOWN_ON,sown on,1
SOWN_WITH,sown with,1
SPACED-apart,spaced apart,2
SPACED_AT,spaced at,1
SPACED_BY_DISTANCE,spaced by distance,1
SPACED_WITH,spaced with,1
SPACED_WITHIN,spaced within,1
SPACING_DISTANCE,spacing distance,1
SPECIFIC_TO_REGION,specific to region,1
SPLIT_INTO,split into,1
SPREAD_ON_THE_BED,spread on bed,1
SPREAD_OVER,spread over,1
SPRING_ASSOCIATED_EVENTS,spring associated events,1
SPRING_CHERVIL_CULTIVATED_WITH,spring chervil cultivated with,1
SPRINKLED_WITH,sprinkled with,1
SPROUTED_AFTER_DAYS,sprouted after days,1
SPROUTS_FROM,sprouts from,1
SPROUTS_IN,sprouts in,1
STAKES_USED_TO_SUPPORT_STRUCTURES_IN_MARSHY_AREA,stakes used to support structures in marshy area,1
STARTS_PRODUCING_AFTER,starts producing after,1
STEAM_CONTAINS_SOMETHING_HARMFUL,steam contains something harmful,1
STIRRED_BY,stirred by,1
STONED_WITH,stoned with,1
IS_STORED_IN,stored in,6
STORED_OVER_WINTER,stored over winter,1
STRAW_MAT_USED_TO_PROTECT,straw mat used to protect,1
STRAW_PLUGS_ARE_USED_WITH_PEAS,straw plugs are used with peas,1
STRENGTHENED_OVER,strengthened over,1
STRUCTURE_LOCATION,structure location,1
ARE_STUFFED_AND_RELINED_IN,stuffed and relined in,1
SUBJECT_TO,subject to,1
SUFFERED_FROM_CONDITION,suffered from condition,1
SUMMER_CROP,summer crop,1
SUPERIOR_TO,superior to,2
-is_superior_to-relationship,superior to relationship,1
SUPPORTED_BY,supported by,3
SUPPORTED_BY_TOOLS_AND_EQUIPMENT,supported by tools and equipment,1
SURROUNDED_BY,surrounded by,1
TAKES_TIME_TO_BECOME_FERTILE_AND_EASY_TO_CULTIVATE,takes time to become fertile and easy to cultivate,1
TEMPORAL_RELATIONSHIP,temporal relationship,2
THINNING_METHOD,thinning method,1
TIED_TO,tied to,1
TIME_OF_HARVESTING_RELATIONSHIP,time harvesting relationship,3
TIME_PERIOD_ASSOCIATED_WITH,time period associated with,2
TIME_PERIOD_ASSOCIATION,time period association,1
TIME_OF_PLANTING,time planting,1
TIME_OF_TRANSPLANT,time transplant,1
TOOL_USED_FOR_PLANTING,tool used for planting,1
TOOL_USED_FOR_THINNING,tool used for thinning,1
IS_TOPPED_AT_STAGE,topped at stage,2
TOPPED_DURING,topped during,1
TOPPED_OFF,topped off,1
TRANSFERRED_TO,transferred to,1
TRANSLANTED_TWICE,translanted twice,1
TRANSPLANTED_AFTER,transplanted after,1
TRANSPLANTED_INTO,transplanted into,2
ARE_TRANSPLANTED_INTO_BOXES,transplanted into boxes,1
ARE_TRANSPLANTED_INTO_NURSERY,transplanted into nursery,3
TRANSPLANTED_TO,transplanted to,2
TRANSPLANTED_UNDER,transplanted under,1
TRANSPLANTED_WITH_SEEDLING,transplanted with seedling,1
TRANSPLANTED_WITH_TOOL,transplanted with tool,1
TRANSPLANTING_PRACTICE,transplanting practice,1
TRANSPORTED_BY,transported by,1
TRANSPORTED_OR_PLANTED_IN,transported or planted in,1
CAN_BE_TRANSPORTED_UNDER,transported under,2
TREATED_UNDER_CONDITIONS,treated under conditions,1
TREATED_WITH,treated with,20
TREATED_WITH_IRRIGATION_METHOD,treated with irrigation method,1
TREATED_WITH_POTTING_SOIL,treated with potting soil,1
TREATED_WITH_PROTECTION_FROM,treated with protection from,1
TREATED_WITH_RELATIONSHIP,treated with relationship,3
TREATED_WITH_THERMOSIPHON_DEVICE,treated with thermosiphon device,1
TREATED_WITH_WATER_TYPE,treated with water type,1
TRENCH_BEDDED_WITH,trench bedded with,1
TRIGGERED_IN_CONDITIONS,triggered in conditions,1
TURNED_OVER,turned over,1
TURNS_THE,turns,1
IS_TYPE_OF,type,9
UNAFFECTED_BY,unaffected by,1
UNDERGOES_PROCESS,undergoes process,1
UNSUITABLE_FOR_GROWING,unsuitable for growing,1
URINE_AFFECTS,urine affects,1
USE_EQUIPMENT_FOR_CROP_MANAGEMENT,use equipment for crop management,1
USED_AS,used as,1
USED_AS_CONDIMENT_IN,used as condiment in,1
USED_AS_EQUIPMENT_IN_CULTIVATION,used as equipment in cultivation,1
USED_AS_FERTILIZER,used as fertilizer,2
USED_AS_MATERIAL_FOR,used as material for,1
USED_BEFORE,used before,1
USED_BY,used by,6
USED_DURING,used during,1
USED_FOR,used for,10
USED_FOR_BEATING,used for beating,1
USED_FOR_COOKING,used for cooking,1
USED_FOR_CUTTING,used for cutting,1
USED_FOR_PLANTING,used for planting,1
USED_FOR_TRANSPORTATION,used for transportation,1
USED_FOR_TYING,used for tying,1
USED_FOR_WATERING,used for watering,2
USED_IN,used in,9
USED_IN_CONJUNCTION_WITH,used in conjunction with,9
USED_IN_CONSTRUCTION_OF,used in construction,1
USED_IN_EQUIPMENT,used in equipment,2
USED_IN_GROWTH_OF,used in growth,1
USED_IN_LAYER,used in layer,1
USED_IN_METHOD,used in method,1
USED_IN_PLANTING,used in planting,1
USED_IN_PRACTICE,used in practice,1
USED_IN_PROCESS,used in process,2
USED_IN_SPECIFIC_AGRICULTURAL_PRACTICE,used in specific agricultural practice,1
USED_INSTEAD_OF,used instead,2
USED_ON,used on,2
USED_TO_GROW,used to grow,1
USED_TO_LOAD,used to load,2
USED_TO_PLANT_IN_CONVEX_LAYER_OF_MANURE,used to plant in convex layer manure,2
USED_TO_PREVENT,used to prevent,2
USED_TO_SEW,used to sew,1
USED_TO_WATER,used to water,1
USED_WITH,used with,19
USED_WITH_PRACTICE,used with practice,1
IS_USEFUL_FOR,useful for,1
USEFULNESS_OF,usefulness,1
USES,uses,2
USES_AS_FERTILIZER,uses as fertilizer,1
USES_DEVICE_FOR_HEATING,uses device for heating,1
USES_EQUIPMENT,uses equipment,2
USES_FOR_WORK,uses for work,1
USES_INPUT_FOR_CARE,uses input for care,1
USES_MANURE_IN,uses manure in,1
USES_TO_MAKE_MULCH,uses to make mulch,3
USES_TO_PERFORM_ACTION,uses to perform action,1
USES_TO_REMOVE,uses to remove,1
USES_WATERING_METHOD,uses watering method,1
VALUED_MORE_FOR,valued more for,1
VARIES_BY,varies by,1
IS_A_VARIETY_OF,variety,12
WAITED_UNTIL_PICKING_DATE,waited until picking date,1
WARMED_BY,warmed by,1
ARE_WARMED_UP_FROM_MONTH,warmed up from month,2
WATER_AMOUNT_APPLIED_AT_AREA_ON_DATE,water amount applied at area on date,1
WATERCRESS_SORREL_RELATED_TO,watercress sorrel related to,1
WATERED_AFTER_PLANTING,watered after planting,1
WATERED_AGAINST,watered against,1
WATERED_BEFORE_PLANTING,watered before planting,1
WATERED_BY,watered by,3
WATERED_DURING,watered during,1
WATERED_IN,watered in,3
WATERED_IN_LAYERS,watered in layers,1
WATERED_IN_TIME_FRAME,watered in time frame,2
WATERED_MORE_OFTEN_THAN,watered more often than,1
WATERED_ON,watered on,1
WATERED_REGULARLY,watered regularly,2
WATERED_WITH,watered with,4
WATERED_WITH_COLD_WATER_FROM_WELLS,watered with cold water from wells,1
WATERING_ESSENTIAL_FOR_VEGETABLE_GROWTH,watering essential for vegetable growth,1
WATERING_NECESSITY_DETERMINED_BY,watering necessity determined by,1
WATERING_PRACTICE,watering practice,1
WATERING_SCHEDULED,watering scheduled,1
WEATHER_IMPACT,weather impact,1
WEATHER_IMPACTS_CROPS,weather impacts crops,1
WEDGES_HOLD_FRAMES_OPEN_DURING_DAY,wedges hold frames open during day,1
WEDGES_REMOVED_TO_REMOVE_FRAMES_AT_NIGHT,wedges removed to remove frames at night,1
WHITE_ASPARAGUS_CROP_OF_GREEN_ASPARAGUS,white asparagus crop green asparagus,1
IS_WIDE_ENOUGH_FOR,wide enough for,1
WINTER_CHERVIL_HARVESTED_IN,winter chervil harvested in,1
WINTER_CHERVIL_SOWN_IN,winter chervil sown in,1
WINTER_CHERVIL_WITHSTANDS,winter chervil withstands,1
WOODEN_WHEELBARROW_EQUIPPED_WITH_HANDLEBARS_AND_CROSSBARS_TO_TRANSPORT_MATERIALS,wooden wheelbarrow equipped with handlebars and crossbars to transport materials,1
IS_WORKED_ON_BY_TOOL,worked on by tool,1
WORKED_WITH,worked with,1
WORKS_AS,works as,1
YIELDS_IN,yields in,1
